gene_symbol,Length,EffectiveLength,TPM,NumReads,type
EGFR,3844,3595,0.056081,32.448,H3K27_Mutated
EGFR,2239,1990,0.111646,35.758,H3K27_Mutated
EGFR,5464,5215,0,0,H3K27_Mutated
EGFR,2864,2615,0.134969,56.804,H3K27_Mutated
EGFR,1570,1321,0.10732,22.817,H3K27_Mutated
EGFR,452,203,0.449167,14.675,H3K27_Mutated
EGFR,561,312,0.230166,11.558,H3K27_Mutated
EGFR,691,442,0.643898,45.805,H3K27_Mutated
EGFR,665,416,0.161535,10.815,H3K27_Mutated
TRIM4,639,390,0.2036,12.78,H3K27_Mutated
TRIM4,3383,3134,0,0,H3K27_Mutated
TRIM4,3374,3125,0.75471,379.583,H3K27_Mutated
TRIM4,1942,1693,0.325841,88.785,H3K27_Mutated
TRIM4,601,352,0.438685,24.853,H3K27_Mutated
EZH2,3641,3392,0.509457,278.125,H3K27_Mutated
EZH2,2522,2273,0,0,H3K27_Mutated
EZH2,2591,2342,0,0,H3K27_Mutated
EZH2,2477,2228,0.183622,65.844,H3K27_Mutated
EZH2,2639,2390,0,0,H3K27_Mutated
EZH2,2572,2323,0.200469,74.95,H3K27_Mutated
EZH2,2466,2217,0,0,H3K27_Mutated
EZH2,414,165,0.676909,17.976,H3K27_Mutated
EZH2,1876,1627,0.244545,64.036,H3K27_Mutated
EZH2,1491,1242,0.145425,29.07,H3K27_Mutated
ZFPM2,4961,4712,1.575034,1194.46,H3K27_Mutated
ZFPM2,3960,3711,0.069795,41.686,H3K27_Mutated
ZFPM2,594,345,0.445078,24.713,H3K27_Mutated
ZFPM2,574,325,0.494218,25.851,H3K27_Mutated
ZFPM2,1582,1333,0.254412,54.581,H3K27_Mutated
ZFPM2,468,219,1.798688,63.398,H3K27_Mutated
ZFPM2,3300,3051,0.540321,265.32,H3K27_Mutated
ZFPM2,3312,3063,0.103434,50.99,H3K27_Mutated
CDKN2A,1218,969,0.019236,3,H3K27_Mutated
CDKN2A,1283,1034,0,0,H3K27_Mutated
CDKN2A,666,417,0,0,H3K27_Mutated
CDKN2A,678,429,0,0,H3K27_Mutated
CDKN2A,748,499,0,0,H3K27_Mutated
CDKN2A,880,631,0,0,H3K27_Mutated
CDKN2A,926,677,0,0,H3K27_Mutated
CDKN2A,794,545,0,0,H3K27_Mutated
CDKN2A,989,740,0,0,H3K27_Mutated
CDKN2A,544,295,0,0,H3K27_Mutated
CDKN2A,442,193,0,0,H3K27_Mutated
CDKN2A,493,244,0,0,H3K27_Mutated
CDKN2A,565,316,0,0,H3K27_Mutated
CDKN2A,856,607,0.010236,1,H3K27_Mutated
ADARB2,8475,8226,0.739082,978.492,H3K27_Mutated
ADARB2,1810,1561,0,0,H3K27_Mutated
ADARB2,768,519,0.299089,24.983,H3K27_Mutated
ADARB2,599,350,0,0,H3K27_Mutated
ADARB2,703,454,0.100056,7.311,H3K27_Mutated
ADARB2,683,434,0.142915,9.983,H3K27_Mutated
ADARB2,1741,1492,0.225841,54.231,H3K27_Mutated
PTEN,8515,8266,2.423086,3223.594,H3K27_Mutated
PTEN,477,228,1.024347,37.589,H3K27_Mutated
PTEN,383,134,2.620423,56.514,H3K27_Mutated
PTEN,554,305,3.488582,171.248,H3K27_Mutated
PTEN,644,395,4.656193,296.009,H3K27_Mutated
MGMT,1265,1016,2.364425,386.63,H3K27_Mutated
MGMT,589,340,0,0,H3K27_Mutated
MGMT,959,710,0.307427,35.13,H3K27_Mutated
MGMT,776,527,0.091111,7.728,H3K27_Mutated
ALG5,1219,970,1.39001,217.003,H3K27_Mutated
ALG5,1119,870,0.14732,20.628,H3K27_Mutated
ALG5,565,316,0.185269,9.423,H3K27_Mutated
ALG5,687,438,0.223266,15.739,H3K27_Mutated
ALG5,756,507,0.137349,11.208,H3K27_Mutated
RB1,4793,4544,2.240912,1638.85,H3K27_Mutated
RB1,1490,1241,0.148547,29.67,H3K27_Mutated
RB1,480,231,0,0,H3K27_Mutated
RB1,617,368,0.085309,5.053,H3K27_Mutated
RB1,658,409,0.800585,52.7,H3K27_Mutated
RB1,1097,848,0.367892,50.21,H3K27_Mutated
TP53,1018,769,0,0,H3K27_Mutated
TP53,1152,903,0.098952,14.381,H3K27_Mutated
TP53,2331,2082,0,0,H3K27_Mutated
TP53,2404,2155,0,0,H3K27_Mutated
TP53,2271,2022,0,0,H3K27_Mutated
TP53,2579,2330,1.336637,501.24,H3K27_Mutated
TP53,2580,2331,0,0,H3K27_Mutated
TP53,2653,2404,0.047972,18.561,H3K27_Mutated
TP53,2506,2257,0,0,H3K27_Mutated
TP53,175,7.624,9.205146,11.295,H3K27_Mutated
TP53,729,480,0,0,H3K27_Mutated
TP53,546,297,0,0,H3K27_Mutated
TP53,104,4.593,0,0,H3K27_Mutated
TP53,1261,1012,0.108203,17.624,H3K27_Mutated
TP53,634,385,0,0,H3K27_Mutated
TP53,568,319,1.453486,74.624,H3K27_Mutated
TP53,565,316,0,0,H3K27_Mutated
ATRX,11167,10918,0.32112,564.27,H3K27_Mutated
ATRX,10218,9969,2.801862,4495.465,H3K27_Mutated
ATRX,10455,10206,0.165735,272.236,H3K27_Mutated
ATRX,408,159,1.432149,36.649,H3K27_Mutated
ATRX,814,565,0.735635,66.894,H3K27_Mutated
ATRX,461,212,0.674312,23.008,H3K27_Mutated
ATRX,2967,2718,0.759779,332.363,H3K27_Mutated
CDC42,2274,2025,0.872803,154.81,H3K27_Mutated
CDC42,2256,2007,8.316063,1461.92,H3K27_Mutated
CDC42,816,567,2.156942,107.122,H3K27_Mutated
CDC42,1435,1186,0.10369,10.772,H3K27_Mutated
CDC42,597,348,3.149277,95.995,H3K27_Mutated
BRINP3,3128,2879,7.011561,1768.133,H3K27_Mutated
BRINP3,238,16.802,5.646737,8.311,H3K27_Mutated
BRINP3,528,279,12.580956,307.451,H3K27_Mutated
OSR1,1906,1657,0.229857,33.361,H3K27_Mutated
OSR1,4171,3922,0.489327,168.099,H3K27_Mutated
OSR1,581,332,0.603165,17.54,H3K27_Mutated
IDH1,2382,2133,6.159957,1150.872,H3K27_Mutated
IDH1,2298,2049,0.125267,22.482,H3K27_Mutated
IDH1,2441,2192,0,0,H3K27_Mutated
IDH1,1044,795,0.523596,36.46,H3K27_Mutated
IDH1,942,693,0.609888,37.02,H3K27_Mutated
IDH1,1614,1365,0.881772,105.426,H3K27_Mutated
IDH1,702,453,0.051386,2.039,H3K27_Mutated
IDH1,563,314,0.133936,3.684,H3K27_Mutated
IDH1,556,307,0.409672,11.016,H3K27_Mutated
GLB1,2512,2263,0.069223,13.721,H3K27_Mutated
GLB1,2523,2274,0.623956,124.28,H3K27_Mutated
GLB1,2018,1769,0,0,H3K27_Mutated
GLB1,816,567,0,0,H3K27_Mutated
GLB1,899,650,0.523433,29.801,H3K27_Mutated
GLB1,517,268,0.659628,15.484,H3K27_Mutated
GLB1,577,328,0.077417,2.224,H3K27_Mutated
GLB1,547,298,0.663518,17.319,H3K27_Mutated
GLB1,550,301,0,0,H3K27_Mutated
GLB1,319,70.21,0,0,H3K27_Mutated
GLB1,257,23.433,0.487216,1,H3K27_Mutated
GLB1,570,321,0.070699,1.988,H3K27_Mutated
GLB1,591,342,0,0,H3K27_Mutated
GLB1,631,382,0,0,H3K27_Mutated
GLB1,569,320,0.405295,11.36,H3K27_Mutated
GLB1,626,377,0,0,H3K27_Mutated
GLB1,557,308,0.884625,23.865,H3K27_Mutated
GLB1,540,291,0.202822,5.17,H3K27_Mutated
GLB1,558,309,0,0,H3K27_Mutated
PIK3CA,245,18.9,0,0,H3K27_Mutated
PIK3CA,9259,9010,1.538441,1214.128,H3K27_Mutated
PIK3CA,620,371,2.036888,66.191,H3K27_Mutated
PIK3CA,746,497,1.645032,71.613,H3K27_Mutated
PDGFRA,2202,1953,0,0,H3K27_Mutated
PDGFRA,2417,2168,0,0,H3K27_Mutated
PDGFRA,580,331,0,0,H3K27_Mutated
PDGFRA,6378,6129,0.096862,52,H3K27_Mutated
PDGFRA,2991,2742,0,0,H3K27_Mutated
PDGFRA,586,337,0,0,H3K27_Mutated
PDGFRA,771,522,0,0,H3K27_Mutated
PDGFRA,573,324,0,0,H3K27_Mutated
PDGFRA,480,231,0,0,H3K27_Mutated
PDGFRA,1146,897,0,0,H3K27_Mutated
DCHS2,13354,13105,0.07611,87.365,H3K27_Mutated
DCHS2,5064,4815,0.012771,5.386,H3K27_Mutated
DCHS2,857,608,0,0,H3K27_Mutated
DCHS2,569,320,0,0,H3K27_Mutated
DCHS2,2109,1860,0,0,H3K27_Mutated
TERT,2422,2173,0,0,H3K27_Mutated
TERT,4018,3769,0,0,H3K27_Mutated
TERT,2992,2743,0,0,H3K27_Mutated
TERT,3210,2961,0,0,H3K27_Mutated
TERT,406,157,0,0,H3K27_Mutated
IRX1,2080,1831,0.829287,133,H3K27_Mutated
FOXD1,406,157,0,0,H3K27_Mutated
PCDHGA11,4787,4538,0,0,H3K27_Mutated
PCDHGA11,2263,2014,0,0,H3K27_Mutated
TOB2P1,992,743,0.015366,1,H3K27_Mutated
MICA,1370,1121,0.056735,5.571,H3K27_Mutated
MICA,1005,756,0.069032,4.571,H3K27_Mutated
BRD2,4956,4707,1.171213,482.879,H3K27_Mutated
BRD2,735,486,0,0,H3K27_Mutated
BRD2,887,638,0,0,H3K27_Mutated
BRD2,718,469,0,0,H3K27_Mutated
BRD2,547,298,0,0,H3K27_Mutated
BRD2,4807,4558,0,0,H3K27_Mutated
BRD2,550,301,0,0,H3K27_Mutated
BRD2,3404,3155,0,0,H3K27_Mutated
BRD2,4834,4585,1.826015,733.335,H3K27_Mutated
BRD2,2338,2089,5.61598,1027.596,H3K27_Mutated
BRD2,3467,3218,0,0,H3K27_Mutated
BRD2,3210,2961,0.184358,47.814,H3K27_Mutated
BRD2,3210,2961,0.184358,47.814,H3K27_Mutated
BRD2,1590,1341,1.427405,167.662,H3K27_Mutated
BRD2,565,316,0,0,H3K27_Mutated
BRD2,667,418,0,0,H3K27_Mutated
BRD2,946,697,2.684503,163.891,H3K27_Mutated
BRD2,1628,1379,1.26748,153.096,H3K27_Mutated
BRD2,759,510,6.243646,278.912,H3K27_Mutated
EGFR,9905,9656,1.356423,1147.231,H3K27_Mutated
EGFR,3844,3595,0.032392,10.2,H3K27_Mutated
EGFR,2239,1990,0.041593,7.25,H3K27_Mutated
EGFR,5464,5215,0,0,H3K27_Mutated
EGFR,2864,2615,0.024504,5.613,H3K27_Mutated
EGFR,1570,1321,0.032579,3.77,H3K27_Mutated
EGFR,452,203,0.547258,9.731,H3K27_Mutated
EGFR,561,312,0.122565,3.35,H3K27_Mutated
EGFR,691,442,0.492944,19.084,H3K27_Mutated
EGFR,665,416,0.103516,3.772,H3K27_Mutated
TRIM4,639,390,1.379017,47.108,H3K27_Mutated
TRIM4,3383,3134,0,0,H3K27_Mutated
TRIM4,3374,3125,1.880143,514.635,H3K27_Mutated
TRIM4,1942,1693,0.809562,120.051,H3K27_Mutated
TRIM4,601,352,0.590495,18.206,H3K27_Mutated
EZH2,3641,3392,0.246052,73.104,H3K27_Mutated
EZH2,2522,2273,0,0,H3K27_Mutated
EZH2,2591,2342,0,0,H3K27_Mutated
EZH2,2477,2228,0,0,H3K27_Mutated
EZH2,2639,2390,0,0,H3K27_Mutated
EZH2,2572,2323,0.23589,47.997,H3K27_Mutated
EZH2,2466,2217,0,0,H3K27_Mutated
EZH2,414,165,0.630341,9.11,H3K27_Mutated
EZH2,1876,1627,0.099072,14.119,H3K27_Mutated
EZH2,1491,1242,0.125656,13.67,H3K27_Mutated
ZFPM2,4961,4712,1.900038,784.199,H3K27_Mutated
ZFPM2,3960,3711,0.032508,10.567,H3K27_Mutated
ZFPM2,594,345,0.529839,16.011,H3K27_Mutated
ZFPM2,574,325,0.076024,2.164,H3K27_Mutated
ZFPM2,1582,1333,1.088483,127.09,H3K27_Mutated
ZFPM2,468,219,2.017765,38.706,H3K27_Mutated
ZFPM2,3300,3051,0,0,H3K27_Mutated
ZFPM2,3312,3063,1.808725,485.264,H3K27_Mutated
CDKN2A,1218,969,0,0,H3K27_Mutated
CDKN2A,1283,1034,0.196363,17.784,H3K27_Mutated
CDKN2A,666,417,0,0,H3K27_Mutated
CDKN2A,678,429,0.199998,7.515,H3K27_Mutated
CDKN2A,748,499,0.596584,26.075,H3K27_Mutated
CDKN2A,880,631,0.048454,2.678,H3K27_Mutated
CDKN2A,926,677,0,0,H3K27_Mutated
CDKN2A,794,545,0.211244,10.084,H3K27_Mutated
CDKN2A,989,740,0.178605,11.577,H3K27_Mutated
CDKN2A,544,295,0.233159,6.025,H3K27_Mutated
CDKN2A,442,193,0.356206,6.022,H3K27_Mutated
CDKN2A,493,244,0,0,H3K27_Mutated
CDKN2A,565,316,0.171712,4.753,H3K27_Mutated
CDKN2A,856,607,0.742688,39.487,H3K27_Mutated
ADARB2,8475,8226,0.224701,161.902,H3K27_Mutated
ADARB2,1810,1561,0,0,H3K27_Mutated
ADARB2,768,519,0.155158,7.053,H3K27_Mutated
ADARB2,599,350,0,0,H3K27_Mutated
ADARB2,703,454,0,0,H3K27_Mutated
ADARB2,683,434,0.105223,4,H3K27_Mutated
ADARB2,1741,1492,0.865011,113.044,H3K27_Mutated
PTEN,8515,8266,2.492217,1804.429,H3K27_Mutated
PTEN,477,228,0.550807,11,H3K27_Mutated
PTEN,383,134,4.196364,49.253,H3K27_Mutated
PTEN,554,305,4.295628,114.759,H3K27_Mutated
PTEN,644,395,5.815468,201.206,H3K27_Mutated
MGMT,1265,1016,0.098464,8.763,H3K27_Mutated
MGMT,589,340,0,0,H3K27_Mutated
MGMT,959,710,0.076827,4.778,H3K27_Mutated
MGMT,776,527,0.021664,1,H3K27_Mutated
ALG5,1219,970,1.061137,90.158,H3K27_Mutated
ALG5,1119,870,0.077094,5.875,H3K27_Mutated
ALG5,565,316,0.297563,8.236,H3K27_Mutated
ALG5,687,438,0.331699,12.726,H3K27_Mutated
ALG5,756,507,0.067687,3.006,H3K27_Mutated
RB1,4793,4544,2.554414,1016.689,H3K27_Mutated
RB1,1490,1241,0.838633,91.16,H3K27_Mutated
RB1,480,231,0,0,H3K27_Mutated
RB1,617,368,0.600651,19.361,H3K27_Mutated
RB1,658,409,1.22138,43.756,H3K27_Mutated
RB1,1097,848,0.867465,64.433,H3K27_Mutated
TP53,1018,769,0.063816,4.298,H3K27_Mutated
TP53,1152,903,0.053282,4.214,H3K27_Mutated
TP53,2331,2082,0,0,H3K27_Mutated
TP53,2404,2155,0,0,H3K27_Mutated
TP53,2271,2022,0.052151,9.236,H3K27_Mutated
TP53,2579,2330,0.346527,70.722,H3K27_Mutated
TP53,2580,2331,0,0,H3K27_Mutated
TP53,2653,2404,0,0,H3K27_Mutated
TP53,2506,2257,0,0,H3K27_Mutated
TP53,175,7.624,1.551611,1.036,H3K27_Mutated
TP53,729,480,0.650824,27.363,H3K27_Mutated
TP53,546,297,0,0,H3K27_Mutated
TP53,104,4.593,0,0,H3K27_Mutated
TP53,1261,1012,0,0,H3K27_Mutated
TP53,634,385,0,0,H3K27_Mutated
TP53,568,319,0.741741,20.725,H3K27_Mutated
TP53,565,316,0,0,H3K27_Mutated
ATRX,11167,10918,0.300039,286.932,H3K27_Mutated
ATRX,10218,9969,1.486704,1298.179,H3K27_Mutated
ATRX,10455,10206,0.049863,44.575,H3K27_Mutated
ATRX,408,159,1.678935,23.382,H3K27_Mutated
ATRX,814,565,0.818239,40.494,H3K27_Mutated
ATRX,461,212,1.42625,26.484,H3K27_Mutated
ATRX,2967,2718,1.193337,284.1,H3K27_Mutated
CDC42,2274,2025,0.476555,166.104,H3K27_Mutated
CDC42,2256,2007,7.699989,2659.996,H3K27_Mutated
CDC42,816,567,0.841865,82.162,H3K27_Mutated
CDC42,1435,1186,0.130478,26.636,H3K27_Mutated
CDC42,597,348,3.982144,238.528,H3K27_Mutated
BRINP3,3128,2879,3.254918,1612.966,H3K27_Mutated
BRINP3,238,16.802,2.212063,6.398,H3K27_Mutated
BRINP3,528,279,7.268193,349.039,H3K27_Mutated
OSR1,1906,1657,1.143029,326.004,H3K27_Mutated
OSR1,4171,3922,1.21399,819.533,H3K27_Mutated
OSR1,581,332,1.670532,95.463,H3K27_Mutated
IDH1,2382,2133,5.862854,2152.501,H3K27_Mutated
IDH1,2298,2049,0.352562,124.343,H3K27_Mutated
IDH1,2441,2192,0,0,H3K27_Mutated
IDH1,1044,795,0.887893,121.499,H3K27_Mutated
IDH1,942,693,1.136702,135.589,H3K27_Mutated
IDH1,1614,1365,0.838694,197.051,H3K27_Mutated
IDH1,702,453,0.025216,1.966,H3K27_Mutated
IDH1,563,314,0.062874,3.398,H3K27_Mutated
IDH1,556,307,0.693629,36.653,H3K27_Mutated
GLB1,2512,2263,0.182627,71.136,H3K27_Mutated
GLB1,2523,2274,1.222894,478.655,H3K27_Mutated
GLB1,2018,1769,0.081011,24.667,H3K27_Mutated
GLB1,816,567,0.292695,28.565,H3K27_Mutated
GLB1,899,650,0.370215,41.42,H3K27_Mutated
GLB1,517,268,0.856572,39.513,H3K27_Mutated
GLB1,577,328,0.119618,6.753,H3K27_Mutated
GLB1,547,298,0,0,H3K27_Mutated
GLB1,550,301,0.608251,31.513,H3K27_Mutated
GLB1,319,70.21,0.304236,3.677,H3K27_Mutated
GLB1,257,23.433,0.495868,2,H3K27_Mutated
GLB1,570,321,0.064076,3.54,H3K27_Mutated
GLB1,591,342,0,0,H3K27_Mutated
GLB1,631,382,0,0,H3K27_Mutated
GLB1,569,320,1.204406,66.339,H3K27_Mutated
GLB1,626,377,0,0,H3K27_Mutated
GLB1,557,308,1.759008,93.253,H3K27_Mutated
GLB1,540,291,0,0,H3K27_Mutated
GLB1,558,309,0.091787,4.882,H3K27_Mutated
PIK3CA,245,18.9,0,0,H3K27_Mutated
PIK3CA,9259,9010,1.359088,2107.735,H3K27_Mutated
PIK3CA,620,371,1.964642,125.459,H3K27_Mutated
PIK3CA,746,497,1.543396,132.031,H3K27_Mutated
PDGFRA,2202,1953,0.214075,71.963,H3K27_Mutated
PDGFRA,2417,2168,0.445981,166.425,H3K27_Mutated
PDGFRA,580,331,0.349006,19.884,H3K27_Mutated
PDGFRA,6378,6129,3.74081,3946.378,H3K27_Mutated
PDGFRA,2991,2742,0.087501,41.297,H3K27_Mutated
PDGFRA,586,337,1.437914,83.408,H3K27_Mutated
PDGFRA,771,522,0.332064,29.836,H3K27_Mutated
PDGFRA,573,324,0,0,H3K27_Mutated
PDGFRA,480,231,0.30501,12.127,H3K27_Mutated
PDGFRA,1146,897,0.282915,43.681,H3K27_Mutated
DCHS2,13354,13105,0.082128,185.256,H3K27_Mutated
DCHS2,5064,4815,0.06726,55.743,H3K27_Mutated
DCHS2,857,608,0,0,H3K27_Mutated
DCHS2,569,320,0,0,H3K27_Mutated
DCHS2,2109,1860,0,0,H3K27_Mutated
TERT,2422,2173,0,0,H3K27_Mutated
TERT,4018,3769,0,0,H3K27_Mutated
TERT,2992,2743,0,0,H3K27_Mutated
TERT,3210,2961,0,0,H3K27_Mutated
TERT,406,157,0,0,H3K27_Mutated
IRX1,2080,1831,2.703385,852,H3K27_Mutated
FOXD1,406,157,0,0,H3K27_Mutated
PCDHGA11,4787,4538,0,0,H3K27_Mutated
PCDHGA11,2263,2014,0.178302,61.81,H3K27_Mutated
TOB2P1,992,743,0.10947,14,H3K27_Mutated
MICA,1370,1121,0.256261,49.446,H3K27_Mutated
MICA,1005,756,0,0,H3K27_Mutated
BRD2,4956,4707,0.776243,628.906,H3K27_Mutated
BRD2,735,486,0.229416,19.191,H3K27_Mutated
BRD2,887,638,0.68424,75.14,H3K27_Mutated
BRD2,718,469,0,0,H3K27_Mutated
BRD2,547,298,0.832412,42.697,H3K27_Mutated
BRD2,4807,4558,0.038339,30.079,H3K27_Mutated
BRD2,550,301,0,0,H3K27_Mutated
BRD2,3404,3155,0.050072,27.192,H3K27_Mutated
BRD2,4834,4585,1.730574,1365.755,H3K27_Mutated
BRD2,2338,2089,3.849231,1384.063,H3K27_Mutated
BRD2,3467,3218,0.039976,22.143,H3K27_Mutated
BRD2,3210,2961,0,0,H3K27_Mutated
BRD2,3210,2961,0,0,H3K27_Mutated
BRD2,1590,1341,0.976612,225.421,H3K27_Mutated
BRD2,565,316,0,0,H3K27_Mutated
BRD2,667,418,0,0,H3K27_Mutated
BRD2,946,697,1.600698,192.037,H3K27_Mutated
BRD2,1628,1379,0.494164,117.295,H3K27_Mutated
BRD2,759,510,5.229682,459.081,H3K27_Mutated
EGFR,9905,9656,1.9485730000000001,3238.601,H3K27_Mutated
EGFR,3844,3595,0.0211,13.056,H3K27_Mutated
EGFR,2239,1990,0.053972,18.487,H3K27_Mutated
EGFR,5464,5215,0,0,H3K27_Mutated
EGFR,2864,2615,0.048092,21.647,H3K27_Mutated
EGFR,1570,1321,0.20447100000000001,46.492,H3K27_Mutated
EGFR,452,203,0.282355,9.866,H3K27_Mutated
EGFR,561,312,0.109376,5.874,H3K27_Mutated
EGFR,691,442,0.401767,30.566,H3K27_Mutated
EGFR,665,416,0.123684,8.856,H3K27_Mutated
TRIM4,639,390,1.524224,102.319,H3K27_Mutated
TRIM4,3383,3134,0.066547,35.898,H3K27_Mutated
TRIM4,3374,3125,3.143292,1690.745,H3K27_Mutated
TRIM4,1942,1693,0.547276,159.48,H3K27_Mutated
TRIM4,601,352,1.065512,64.557,H3K27_Mutated
EZH2,3641,3392,0.45774,267.25,H3K27_Mutated
EZH2,2522,2273,0,0,H3K27_Mutated
EZH2,2591,2342,0.467706,188.54,H3K27_Mutated
EZH2,2477,2228,0.043665,16.745,H3K27_Mutated
EZH2,2639,2390,0.037022,15.23,H3K27_Mutated
EZH2,2572,2323,0.344816,137.873,H3K27_Mutated
EZH2,2466,2217,0,0,H3K27_Mutated
EZH2,414,165,0.466638,13.253,H3K27_Mutated
EZH2,1876,1627,0.133156,37.29,H3K27_Mutated
EZH2,1491,1242,0.289181,61.821,H3K27_Mutated
ZFPM2,4961,4712,0.828272,671.772,H3K27_Mutated
ZFPM2,3960,3711,0.126192,80.606,H3K27_Mutated
ZFPM2,594,345,0.614394,36.485,H3K27_Mutated
ZFPM2,574,325,0.032307,1.807,H3K27_Mutated
ZFPM2,1582,1333,0.125395,28.771,H3K27_Mutated
ZFPM2,468,219,0.562433,21.201,H3K27_Mutated
ZFPM2,3300,3051,0.455224,239.062,H3K27_Mutated
ZFPM2,3312,3063,0.072638,38.296,H3K27_Mutated
CDKN2A,1218,969,0.014888,2.483,H3K27_Mutated
CDKN2A,1283,1034,0.070043,12.466,H3K27_Mutated
CDKN2A,666,417,0,0,H3K27_Mutated
CDKN2A,678,429,0.043748,3.23,H3K27_Mutated
CDKN2A,748,499,0.098868,8.492,H3K27_Mutated
CDKN2A,880,631,0.067988,7.384,H3K27_Mutated
CDKN2A,926,677,0.058181,6.78,H3K27_Mutated
CDKN2A,794,545,0,0,H3K27_Mutated
CDKN2A,989,740,0,0,H3K27_Mutated
CDKN2A,544,295,0.056710000000000003,2.88,H3K27_Mutated
CDKN2A,442,193,0,0,H3K27_Mutated
CDKN2A,493,244,0,0,H3K27_Mutated
CDKN2A,565,316,0.023626,1.285,H3K27_Mutated
CDKN2A,856,607,0.124426,13,H3K27_Mutated
ADARB2,8475,8226,0.366549,518.996,H3K27_Mutated
ADARB2,1810,1561,0.104912,28.189,H3K27_Mutated
ADARB2,768,519,0,0,H3K27_Mutated
ADARB2,599,350,0,0,H3K27_Mutated
ADARB2,703,454,0,0,H3K27_Mutated
ADARB2,683,434,0,0,H3K27_Mutated
ADARB2,1741,1492,0.789748,202.815,H3K27_Mutated
PTEN,8515,8266,3.539812,5036.387,H3K27_Mutated
PTEN,477,228,0.96829,38,H3K27_Mutated
PTEN,383,134,3.905213,90.073,H3K27_Mutated
PTEN,554,305,5.155688,270.664,H3K27_Mutated
PTEN,644,395,6.418775,436.408,H3K27_Mutated
MGMT,1265,1016,1.019623,178.31,H3K27_Mutated
MGMT,589,340,0,0,H3K27_Mutated
MGMT,959,710,0.265821,32.486,H3K27_Mutated
MGMT,776,527,0.038454,3.488,H3K27_Mutated
ALG5,1219,970,0.405857,67.762,H3K27_Mutated
ALG5,1119,870,0,0,H3K27_Mutated
ALG5,565,316,0.184385,10.029,H3K27_Mutated
ALG5,687,438,0.099074,7.469,H3K27_Mutated
ALG5,756,507,0.123063,10.739,H3K27_Mutated
RB1,4793,4544,1.819622,1423.19,H3K27_Mutated
RB1,1490,1241,0.168147,35.917,H3K27_Mutated
RB1,480,231,0.260573,10.361,H3K27_Mutated
RB1,617,368,0.058017,3.675,H3K27_Mutated
RB1,658,409,0.190726,13.427,H3K27_Mutated
RB1,1097,848,0.876426,127.925,H3K27_Mutated
TP53,1018,769,0.168708,22.331,H3K27_Mutated
TP53,1152,903,0.237707,36.947,H3K27_Mutated
TP53,2331,2082,0,0,H3K27_Mutated
TP53,2404,2155,0,0,H3K27_Mutated
TP53,2271,2022,0.155994,54.292,H3K27_Mutated
TP53,2579,2330,0.841513,337.49,H3K27_Mutated
TP53,2580,2331,0,0,H3K27_Mutated
TP53,2653,2404,0.003721,1.54,H3K27_Mutated
TP53,2506,2257,0,0,H3K27_Mutated
TP53,175,7.624,7.621111,10.001,H3K27_Mutated
TP53,729,480,0,0,H3K27_Mutated
TP53,546,297,0.090136,4.608,H3K27_Mutated
TP53,104,4.593,0,0,H3K27_Mutated
TP53,1261,1012,0.075745,13.194,H3K27_Mutated
TP53,634,385,0,0,H3K27_Mutated
TP53,568,319,1.280987,70.336,H3K27_Mutated
TP53,565,316,0,0,H3K27_Mutated
ATRX,11167,10918,0.292824,550.292,H3K27_Mutated
ATRX,10218,9969,2.182606,3745.159,H3K27_Mutated
ATRX,10455,10206,0.064219,112.815,H3K27_Mutated
ATRX,408,159,0.856448,23.439,H3K27_Mutated
ATRX,814,565,0.314286,30.564,H3K27_Mutated
ATRX,461,212,0.945956,34.518,H3K27_Mutated
ATRX,2967,2718,0.993581,464.832,H3K27_Mutated
CDC42,2274,2025,3.368497,496.741,H3K27_Mutated
CDC42,2256,2007,12.021079,1756.952,H3K27_Mutated
CDC42,816,567,1.103757,45.575,H3K27_Mutated
CDC42,1435,1186,0.385048,33.256,H3K27_Mutated
CDC42,597,348,9.434458,239.092,H3K27_Mutated
BRINP3,3128,2879,2.538692,532.256,H3K27_Mutated
BRINP3,238,16.802,2.345068,2.869,H3K27_Mutated
BRINP3,528,279,4.105332,83.411,H3K27_Mutated
OSR1,1906,1657,1.344339,162.218,H3K27_Mutated
OSR1,4171,3922,0.4171,119.129,H3K27_Mutated
OSR1,581,332,0.688776,16.653,H3K27_Mutated
IDH1,2382,2133,4.176065,648.675,H3K27_Mutated
IDH1,2298,2049,0.378517,56.48,H3K27_Mutated
IDH1,2441,2192,0.063812,10.186,H3K27_Mutated
IDH1,1044,795,0.290653,16.827,H3K27_Mutated
IDH1,942,693,0.292599,14.766,H3K27_Mutated
IDH1,1614,1365,0.433717,43.113,H3K27_Mutated
IDH1,702,453,0,0,H3K27_Mutated
IDH1,563,314,0.311779,7.129,H3K27_Mutated
IDH1,556,307,0.707754,15.823,H3K27_Mutated
GLB1,2512,2263,0.214016,35.27,H3K27_Mutated
GLB1,2523,2274,0,0,H3K27_Mutated
GLB1,2018,1769,2.218915,285.85,H3K27_Mutated
GLB1,816,567,0.690034,28.492,H3K27_Mutated
GLB1,899,650,0.319166,15.108,H3K27_Mutated
GLB1,517,268,2.028182,39.583,H3K27_Mutated
GLB1,577,328,0.723844,17.29,H3K27_Mutated
GLB1,547,298,0.888104,19.273,H3K27_Mutated
GLB1,550,301,0,0,H3K27_Mutated
GLB1,319,70.21,0.266964,1.365,H3K27_Mutated
